ID,name,location,type,adname,address,X,Y
1153,汕头市潮阳区关埠茂业绳带厂,"116.472930,23.433964",公司企业;工厂;工厂,潮阳区,关埠镇桥东桥集区东一横巷10号,116.47293,23.433964
1154,汕头市潮阳区俊发针织服装厂,"116.374959,23.351342",公司企业;工厂;工厂,潮阳区,贵屿镇坑仔村,116.374959,23.351342
1155,汕头市潮阳区铜盂祺力塑料厂,"116.445791,23.301439",公司企业;工厂;工厂,潮阳区,铜盂镇新和谷公路上桶盘段鸿业公司右侧,116.445791,23.301439
1156,汕头市潮阳区贵屿佳源针织厂,"116.351675,23.316766",公司企业;工厂;工厂,潮阳区,贵屿镇南阳连堤工业区7路,116.351675,23.316766
1157,汕头市星光针织内衣厂(老厂),"116.381447,23.347633",公司企业;工厂;工厂,潮阳区,贵屿镇东洋工业区,116.381447,23.347633
1158,汕头市潮阳区贵屿英华织造厂,"116.351679,23.316760",公司企业;工厂;工厂,潮阳区,贵屿镇华美华集下尖尾片区,116.351679,23.31676
1159,汕头市浩艺装饰工程有限公司,"116.571827,23.254046",公司企业;工厂;工厂,潮阳区,城西大道与金科路交叉口(南面),116.571827,23.254046
1160,汕头市潮阳区港华内衣针织厂,"116.417286,23.336975",公司企业;工厂;工厂,潮阳区,谷饶镇华光工业区中五区八街102,116.417286,23.336975
1161,汕头市盛琪美妆工具有限公司,"116.480396,23.202345",公司企业;工厂;工厂,潮阳区,237省道西200米,116.480396,23.202345
1162,汕头市信承顺新材料有限公司,"116.426064,23.319785",公司企业;工厂;工厂,潮阳区,铜盂镇深岭村谷贵路交叉口晨光文具公司旁边27.2829号,116.426064,23.319785
1163,汕头市潮阳区和平冬阳文具厂,"116.489434,23.270407",公司企业;工厂;工厂,潮阳区,和平镇星光路后侧,116.489434,23.270407
1164,汕头市潮阳区谷饶海业电子厂,"116.39605,23.35911",公司企业;工厂;工厂,潮阳区,谷饶东星工业区,116.39605,23.35911
1165,汕头市潮阳区铜盂雄信织造厂,"116.435934,23.306939",公司企业;工厂;工厂,潮阳区,237省道铜盂镇河陇村河陇中学附近,116.435934,23.306939
1166,汕头市潮阳区建新水泥制品厂,"116.40038,23.447503",公司企业;工厂;工厂,潮阳区,金灶镇玉浦村五十米公路南,116.40038,23.447503
1167,汕头市爱的口腔用品有限公司,"116.375771,23.307145",公司企业;工厂;工厂,潮阳区,贵屿镇龙港过境路龙兴工业园区,116.375771,23.307145
1168,汕头市潮阳区贵屿雅酷针织厂,"116.363168,23.339595",公司企业;工厂;工厂,潮阳区,贵屿联堤下洋联兴路西,116.363168,23.339595
1169,汕头市潮阳区贵屿陈磊塑料店,"116.354983,23.297618",公司企业;工厂;工厂,潮阳区,贵屿镇泗美寨后沟,116.354983,23.297618
1170,深圳市龙华区梦佳诗人针织厂,"116.400680,23.356720",公司企业;工厂;工厂,潮阳区,世纪美服饰有限公司附近,116.40068,23.35672
1171,汕头市福龙制衣有限公司,"116.420295,23.347924",公司企业;公司;公司|公司企业;工厂;工厂,潮阳区,谷饶镇谷丰路67号,116.420295,23.347924
1172,汕头市谷饶镇雅光针织内衣厂,"116.418837,23.335633",公司企业;工厂;工厂,潮阳区,谷饶镇前进路中段尚妮国际娱乐隔壁,116.418837,23.335633
1173,汕头市昌华内衣厂,"116.418031,23.333394",公司企业;工厂;工厂,潮阳区,谷饶镇华光工业区,116.418031,23.333394
1174,汕头市潮阳区海门镇华兴灯具厂,"116.629073,23.207901",公司企业;工厂;工厂,潮阳区,潮阳一中明光学校西北侧约50米,116.629073,23.207901
1175,汕头市潮阳区谷饶泓源泰针织厂,"116.428949,23.353522",公司企业;工厂;工厂,潮阳区,谷饶镇海仔洋工业区,116.428949,23.353522
1176,深圳市龙华区万丽汇服饰厂,"116.389340,23.355518",公司企业;工厂;工厂,潮阳区,237省道东100米,116.38934,23.355518
1177,汕头市潮阳区谷饶新姿丽针织厂,"116.421842,23.362061",公司企业;工厂;工厂,潮阳区,谷饶镇饶中路官田路中段(东侧),116.421842,23.362061
1178,同德小区三街20号和利达文具厂,"116.480198,23.241028",公司企业;工厂;工厂,潮阳区,塘中路同德小区三街20号和利达文具厂,116.480198,23.241028
1179,汕头市潮阳区谷饶泰妮芬针织厂,"116.411959,23.407688",公司企业;工厂;工厂,潮阳区,谷饶镇新寮村新石路西段北侧,116.411959,23.407688
1180,汕头市潮阳区铜盂俊盛泰服装厂,"116.400303,23.326938",公司企业;工厂;工厂,潮阳区,铜盂镇屿北村寨前向东八街五号,116.400303,23.326938
1181,汕头市潮阳区谷饶东思雅针织厂,"116.409218,23.341551",公司企业;工厂;工厂,潮阳区,237省道与桂光路交叉口东北540米,116.409218,23.341551
1182,汕头市潮阳区贵屿丽依秀针织厂,"116.355333,23.354905",公司企业;工厂;工厂,潮阳区,贵屿镇西美门口第二街十三栋,116.355333,23.354905
1183,汕头市潮阳区贵屿黛思兰针织制衣厂,"116.380485,23.348290",公司企业;工厂;工厂,潮阳区,汕头市潮阳区贵屿镇东洋工业区A区三路,116.380485,23.34829
1184,汕头市潮阳区和平今喜尚内衣厂,"116.491144,23.245941",公司企业;工厂;工厂,潮阳区,和平镇下寨天后路边向南起第7-10号,116.491144,23.245941
1185,汕头市潮阳区谷饶镇合森木业厂,"116.422767,23.390828",公司企业;工厂;工厂,潮阳区,谷饶镇石光小学南山岭脚,116.422767,23.390828
1186,汕头市和康达医疗器械有限公司,"116.424489,23.284906",公司企业;工厂;工厂,潮阳区,铜盂镇溪西兴富西路147号,116.424489,23.284906
1187,汕头市潮阳区谷饶述之声电子厂,"116.398657,23.365487",公司企业;工厂;工厂,潮阳区,汕头市潮阳区谷饶镇后沟村新楼南二巷6号,116.398657,23.365487
1188,汕头市潮阳区贵屿诚孝针织内衣厂,"116.368870,23.349373",公司企业;工厂;工厂,潮阳区,山前村山仔边,116.36887,23.349373
1189,汕头市潮阳区谷饶进兴发针织厂,"116.426511,23.331884",公司企业;工厂;工厂,潮阳区,谷饶镇大坑村宝贝儿斜对面,116.426511,23.331884
1190,汕头市潮阳区谷饶永信发针织厂,"116.430595,23.343386",公司企业;工厂;工厂,潮阳区,谷饶镇大坑桥头永信发针织厂,116.430595,23.343386
1191,汕头市潮阳区贵屿坤盛合针织厂,"116.361888,23.355733",公司企业;工厂;工厂,潮阳区,贵屿镇山前村山尾南沟洋,116.361888,23.355733
1192,汕头市潮阳区棉北顺情制衣厂,"116.595314,23.287545",公司企业;工厂;工厂,潮阳区,棉北街道234省道西400米,116.595314,23.287545
1193,广东省潮阳船舶修造厂,"116.625506,23.208927",公司企业;工厂;工厂,潮阳区,234省道与G15沈海高速出口交汇处西北50米,116.625506,23.208927
1194,汕头市海门伟嘉隆印花厂(建设中),"116.671158,23.220026",公司企业;工厂;工厂,潮阳区,竞海村,116.671158,23.220026
1195,汕头市潮阳区谷饶华干针织内衣厂,"116.424265,23.351354",公司企业;工厂;工厂,潮阳区,泰和街与堡田路交叉口东160米,116.424265,23.351354
1196,汕头市潮阳区谷饶阿诗蜜针织内衣厂,"116.396527,23.354590",公司企业;工厂;工厂,潮阳区,东星八达大厦对面,116.396527,23.35459
1197,汕头市潮阳区关埠启达纺织制品厂,"116.468383,23.488529",公司企业;工厂;工厂,潮阳区,关埠镇西平河北下向南3号,116.468383,23.488529
1198,汕头市潮阳区贵屿龙彪针织内衣厂,"116.381611,23.359901",公司企业;工厂;工厂,潮阳区,贵屿镇浮山村关爷桥第四街左二号,116.381611,23.359901
1199,汕头市潮阳区谷饶镇嘉联发纺织厂,"116.423173,23.346044",公司企业;工厂;工厂,潮阳区,谷丰路与堡田路交叉口东南240米,116.423173,23.346044
1200,深圳市宝安区新桥聚兴针织内衣厂,"116.392691,23.457266",公司企业;工厂;工厂,潮阳区,金灶镇金溪西宅后路三横巷25号,116.392691,23.457266
1201,汕头市潮阳区谷饶镇伊生红针织厂,"116.408632,23.360122",公司企业;工厂;工厂,潮阳区,谷饶镇,116.408632,23.360122
1202,广东省四海音像磁带厂(树香路),"116.408957,23.347757",公司企业;工厂;工厂,潮阳区,谷饶镇树香直路30号,116.408957,23.347757
1203,汕头市南裕塑胶新型材料有限公司,"116.375349,23.307417",公司企业;工厂;工厂,潮阳区,贵屿镇龙港过境路可安楼,116.375349,23.307417
1204,汕头市潮阳区贵屿融盛塑胶制品厂,"116.362608,23.307808",公司企业;工厂;工厂,潮阳区,贵屿镇仙马村草南路段39号,116.362608,23.307808
1205,汕头市裕联发实业有限公司染整厂,"116.40806,23.360225",公司企业;工厂;工厂,潮阳区,谷饶茂广茂新路西工业区12号,116.40806,23.360225
1206,汕头市潮阳区贵屿俊业塑料制品厂,"116.374468,23.299061",公司企业;工厂;工厂,潮阳区,龙港村拖拉机路第五路俊业塑料制品厂,116.374468,23.299061
1207,桑田勤快石雕工艺厂,"116.539211,23.342426",公司企业;工厂;工厂,潮阳区,文光街道234省道西100米,116.539211,23.342426
1208,海燕服装厂,"116.623925,23.221036",公司企业;工厂;工厂,潮阳区,城南街道,116.623925,23.221036
1209,金炜纸品厂,"116.540300,23.257796",公司企业;工厂;工厂,潮阳区,324国道南50米,116.5403,23.257796
1210,昇光塑胶圣诞制品厂,"116.482983,23.266380",公司企业;工厂;工厂,潮阳区,和平镇和平国道北53,116.482983,23.26638
1211,瑞祥门厂,"116.460952,23.428221",公司企业;工厂;工厂,潮阳区,关埠镇关埠客运站旁,116.460952,23.428221
1212,新宝丽制衣,"116.476836,23.237832",公司企业;公司;公司|公司企业;工厂;工厂,潮阳区,和平镇,116.476836,23.237832
1213,汕头市潮阳区谷饶品胜服装针织厂,"116.427945,23.356251",公司企业;工厂;工厂,潮阳区,谷饶镇上堡七村石目路尾南侧(源杰织绣实业东侧),116.427945,23.356251
1214,雄天成电脑绣花厂,"116.408092,23.344697",公司企业;工厂;工厂,潮阳区,树香路43号附近,116.408092,23.344697
1215,黛欣旎港荣昌针织厂,"116.401170,23.352010",公司企业;工厂;工厂,潮阳区,谷贵路谷饶启德实验幼儿园东南侧约240米,116.40117,23.35201
1216,丽发针织内衣厂,"116.392525,23.354563",公司企业;工厂;工厂,潮阳区,谷贵路培英幼儿园西北侧约120米,116.392525,23.354563
1217,汕头市潮阳区谷饶好莱芬针织内衣厂,"116.425927,23.375083",公司企业;工厂;工厂,潮阳区,谷饶镇饶新路,116.425927,23.375083
1218,汕头市潮阳区贵屿欣丽婷针织内衣厂,"116.360760,23.361651",公司企业;工厂;工厂,潮阳区,贵屿镇西美村,116.36076,23.361651
1219,汕头市潮阳区诺尔机械有限公司,"116.57706,23.253548",公司企业;工厂;工厂,潮阳区,文光古帅工业区城西九路西一横二号,116.57706,23.253548
1220,汕头市潮阳区谷饶华文里塑胶制品厂,"116.397824,23.365866",公司企业;工厂;工厂,潮阳区,后沟村新楼南3巷4号,116.397824,23.365866
1221,汕头市潮阳区贵屿悠乐芙针织内衣厂,"116.364832,23.367241",公司企业;工厂;工厂,潮阳区,贵屿镇石夹村永兴路悠乐芙针织内衣厂,116.364832,23.367241
1222,深圳市宝安区沙井雄泰盛针织厂,"116.417485,23.349052",公司企业;工厂;工厂,潮阳区,上堡谷饶上三灿烂辉煌针织厂,116.417485,23.349052
1223,汕头市科龙达无纺布有限公司,"116.615010,23.292146",公司企业;公司;公司|公司企业;工厂;工厂,潮阳区,科龙达无纺布厂(324国道东),116.61501,23.292146
1224,潮阳市明裕针织内衣厂,"116.411076,23.357241",公司企业;工厂;工厂,潮阳区,谷饶镇北工业区谷华路茂广环市路1号,116.411076,23.357241
1225,汕头市盛展针织实业有限公司,"116.408404,23.356619",公司企业;工厂;工厂,潮阳区,茂新路十巷16号,116.408404,23.356619
1226,汕头市灿烂辉煌针织厂,"116.41247,23.361202",公司企业;工厂;工厂,潮阳区,惠民路北园区六巷108号,116.41247,23.361202
1227,中铁十一局潮汕环线第13标钢筋加工场,"116.432797,23.440284",公司企业;工厂;工厂,潮阳区,138乡道与234省道交叉口南120米,116.432797,23.440284
1228,汕头市潮阳区贵屿镇仙马村东兴塑料厂,"116.364584,23.310537",公司企业;工厂;工厂,潮阳区,贵屿镇仙马村毓兴北路,116.364584,23.310537
1229,汕头市盛展针织实业有限公司(横山厂),"116.403032,23.369973",公司企业;工厂;工厂,潮阳区,横山小学东侧,116.403032,23.369973
1230,汕头市瑞伦金刚石制品有限公司,"116.503456,23.370724",公司企业;工厂;工厂,潮阳区,234省道西,116.503456,23.370724
1231,谷饶华光华鑫针织服装厂,"116.414024,23.333500",公司企业;工厂;工厂,潮阳区,铜盂镇237省道东100米,116.414024,23.3335
1232,汕头市潮阳区谷饶镇万欣隆针织,"116.41671,23.363972",公司企业;工厂;工厂,潮阳区,谷饶镇新坡工业区,116.41671,23.363972
1233,广东省汕头市潮阳区谷饶丰汇诚针织辅料厂,"116.426949,23.327020",公司企业;工厂;工厂,潮阳区,谷饶镇大坑村塔口洋工业区西南七区五号,116.426949,23.32702
1234,汕头市潮阳区关埠佳信绳带制品厂,"116.465825,23.490297",公司企业;工厂;工厂,潮阳区,关埠镇西平新北片六巷22号,116.465825,23.490297
1235,汕头市东华盛纺织厂,"116.610353,23.275160",公司企业;工厂;工厂,潮阳区,城北四路和乐园东(平北金龙小区北),116.610353,23.27516
1236,潮阳区和平生猪定点屠宰场,"116.478673,23.260502",公司企业;工厂;工厂,潮阳区,和铺路和园建材西南侧约230米,116.478673,23.260502
1237,强展内衣配件厂,"116.413047,23.346843",公司企业;工厂;工厂,潮阳区,谷饶镇谷贵路140号即(西园车站对面),116.413047,23.346843
1238,捷顺陶瓷石材加工厂,"116.557387,23.255025",公司企业;工厂;工厂,潮阳区,福昆线寨外乡郑云章学校西北侧约100米,116.557387,23.255025
1239,潮阳市谷饶佳士发内衣针织厂,"116.402715,23.353138",公司企业;工厂;工厂,潮阳区,谷贵路与前门路交叉路口往东北约240米,116.402715,23.353138
1240,恒华电子,"116.402254,23.354254",公司企业;工厂;工厂,潮阳区,谷贵路167号附近,116.402254,23.354254
1241,乾昌针织内衣厂(贵谷公路),"116.379170,23.348210",公司企业;工厂;工厂,潮阳区,贵屿镇贵谷公路农村信用社南阳一分社,116.37917,23.34821
1242,广东汕头雅裕针织内衣厂,"116.407614,23.341686",公司企业;工厂;工厂,潮阳区,谷饶镇桂光路,116.407614,23.341686
1243,丝焰茶灯空气灯厂,"116.426231,23.340031",公司企业;工厂;工厂,潮阳区,谷贵路40号,116.426231,23.340031
1244,潮南区禾皋针织厂,"116.360131,23.228635",公司企业;工厂;工厂,潮南区,华英西路,116.360131,23.228635
1245,雅一化妆品实业有限公司,"116.425263,23.242689",公司企业;工厂;工厂,潮南区,峡山街道董塘东路雅一工业区,116.425263,23.242689
1246,德资制衣有限公司,"116.417522,23.257079",公司企业;工厂;工厂,潮南区,峡山街道广祥路324后面,116.417522,23.257079
1247,阿涛印章行,"116.440153,23.242400",公司企业;工厂;工厂|生活服务;生活服务场所;生活服务场所,潮南区,峡山广汕公路东山路段88号(接近东山路)工商局斜对面,116.440153,23.2424
1248,侨兴制衣,"116.413476,23.246643",公司企业;工厂;工厂,潮南区,峡山西沟工业东二区6号,116.413476,23.246643
1249,汕头锻压机床厂,"116.331047,23.269969",公司企业;工厂;工厂,潮南区,陈店镇广汕公路溪口路段195号,116.331047,23.269969
1250,铭兴机械厂,"116.360247,23.259150",公司企业;工厂;工厂,潮南区,司马浦司下路段金城大酒店,116.360247,23.25915
1251,司马织染厂,"116.367658,23.235989",公司企业;工厂;工厂,潮南区,司英路高堂路口,116.367658,23.235989
1252,汕头市华海针织制衣厂,"116.415661,23.25514",公司企业;工厂;工厂,潮南区,峡山拱挢工业区广祥路210号,116.415661,23.25514
1253,广东虹际照明有限公司,"116.431743,23.267507",公司企业;工厂;工厂,潮南区,峡山义英工业区,116.431743,23.267507
1254,美国伊蔓驰制衣厂,"116.420425,23.222596",公司企业;工厂;工厂,潮南区,丹凤路大峡山镇大宅村东区22巷1号,116.420425,23.222596
1255,港华丰文具厂,"116.431266,23.256635",公司企业;工厂;工厂,潮南区,峡山东山四区西一巷14号,116.431266,23.256635
1256,广东宏信纺织有限公司,"116.370431,23.247609",公司企业;工厂;工厂,潮南区,莲花工业区,116.370431,23.247609
1257,恒业针织厂,"116.370684,23.230238",公司企业;工厂;工厂,潮南区,两英镇高堂工业区,116.370684,23.230238
1258,汕头市潮南区辉莉针织厂,"116.323642,23.276404",公司企业;工厂;工厂,潮南区,陈店镇溪南工业区,116.323642,23.276404
1259,森辉纺织厂,"116.416085,23.241754",公司企业;工厂;工厂,潮南区,峡山金光南路金凤路,116.416085,23.241754
1260,汉明印染厂,"116.371967,23.245346",公司企业;工厂;工厂,潮南区,司马浦镇下店路口,116.371967,23.245346
1261,亚强织针,"116.367483,23.227664",公司企业;工厂;工厂,潮南区,司神路218-220号,116.367483,23.227664
1262,育德制衣厂,"116.416266,23.241654",公司企业;公司;公司|公司企业;工厂;工厂,潮南区,峡山桃溪金凤路,116.416266,23.241654
1263,潮兴纱线厂,"116.429410,23.272262",公司企业;工厂;工厂,潮南区,峡华路992号一996号,116.42941,23.272262
1264,伊人公子服饰,"116.418649,23.231047",公司企业;工厂;工厂,潮南区,下东金厦工业区,116.418649,23.231047
1265,格凯服饰,"116.469315,23.230239",公司企业;工厂;工厂|公司企业;公司;公司,潮南区,胪岗镇胪岗工业区,116.469315,23.230239
1266,宇泰刺绣,"116.414039,23.265411",公司企业;工厂;工厂,潮南区,北环大道附近,116.414039,23.265411
1267,丰祥纺织厂,"116.365343,23.216285",公司企业;工厂;工厂,潮南区,两英镇金瓯路南侧,116.365343,23.216285
1268,天钊纸业有限公司,"116.369987,23.205310",公司企业;工厂;工厂,潮南区,新厝路东洋,116.369987,23.20531
1269,东兴染织厂,"116.539220,23.145643",公司企业;工厂;工厂,潮南区,纺织印染环保综合处理中心YR-D-0102-3,116.53922,23.145643
1270,达锋制衣厂,"116.480718,23.189721",公司企业;工厂;工厂,潮南区,三角池路西正通驾校东南150米,116.480718,23.189721
1271,都市新感觉汕头办事处,"116.415400,23.270886",公司企业;工厂;工厂,潮南区,峡山街道北环科技园区5-02号茂兴制衣89楼都市新感觉,116.4154,23.270886
1272,田心手袋厂,"116.516876,23.134653",公司企业;工厂;工厂,潮南区,田心节制闸东面,116.516876,23.134653
1273,联盛仙新胶粘带厂,"116.415718,23.184669",公司企业;工厂;工厂,潮南区,两英镇老乡山西,116.415718,23.184669
1274,鸿佳针织厂,"116.380385,23.20313",公司企业;工厂;工厂,潮南区,两英镇西新第三工业区,116.380385,23.20313
1275,新潮绣花厂,"116.419300,23.201210",公司企业;工厂;工厂,潮南区,胪岗镇四和新光向西,116.4193,23.20121
1276,珍黛丝内衣厂,"116.317915,23.288964",公司企业;工厂;工厂,潮南区,陈店镇溪北路西环路,116.317915,23.288964
1277,明宣染厂,"116.309279,23.269188",公司企业;工厂;工厂,潮南区,陈店镇湖西商贸城10-11号,116.309279,23.269188
1278,艾仙儿内衣厂,"116.318136,23.29036",公司企业;工厂;工厂,潮南区,西环路与溪北路交叉路口往西北约130米,116.318136,23.29036
1279,爱可芬内衣厂,"116.340263,23.219765",公司企业;工厂;工厂,潮南区,两英镇下小坑,116.340263,23.219765
1280,明大装修工程印刷广告工厂,"116.365742,23.218696",公司企业;工厂;工厂,潮南区,两英镇司英中路99号邮政银行旁边,116.365742,23.218696
1281,领脚山泉酒厂,"116.356017,23.121052",公司企业;工厂;工厂,潮南区,,116.356017,23.121052
1282,铨浩塑料厂,"116.367260,23.279226",公司企业;工厂;工厂,潮南区,司马浦窖美桥往华里西村三联路,116.36726,23.279226
1283,雅琪嘉内衣厂,"116.313512,23.277575",公司企业;工厂;工厂|购物服务;购物相关场所;购物相关场所,潮南区,陈店镇沟湖村嘉联华大酒店隔壁,116.313512,23.277575
1284,丝印移印加工厂,"116.396752,23.277791",公司企业;工厂;工厂,潮南区,仙港村葫芦寨中寨外路段,116.396752,23.277791
1285,霓彩儿,"116.418559,23.264938",公司企业;工厂;工厂,潮南区,峡山镇义英工业城,116.418559,23.264938
1286,里美工业区双骏塑料厂,"116.470784,23.230889",公司企业;工厂;工厂,潮南区,和平镇里美工业区,116.470784,23.230889
1287,舒卡丝服饰有限公司,"116.420098,23.248339",公司企业;工厂;工厂,潮南区,金光南路70号附近,116.420098,23.248339
1288,汕头市润盛制衣厂,"116.445805,23.263000",公司企业;工厂;工厂,潮南区,峡山街道长虹路(东溪晓升中学旁),116.445805,23.263
1289,和盛制衣厂,"116.445381,23.263627",公司企业;工厂;工厂,潮南区,峡山镇长虹路东溪治安岗斜对面东森实业主楼,116.445381,23.263627
1290,鸿翔电脑绣花厂,"116.434023,23.265622",公司企业;工厂;工厂,潮南区,峡山镇上陇南华路16号,116.434023,23.265622
1291,家乐针织厂,"116.515788,23.165911",公司企业;工厂;工厂,潮南区,陇田镇仙家村,116.515788,23.165911
1292,多奇文具厂,"116.448826,23.224748",公司企业;工厂;工厂,潮南区,胪岗泗和桥东工业区,116.448826,23.224748
1293,美尔安制衣厂,"116.431840,23.264885",公司企业;工厂;工厂,潮南区,峡山街道义英工业区,116.43184,23.264885
1294,合兴粘合厂,"116.400475,23.237593",公司企业;工厂;工厂,潮南区,上西沟工业大道,116.400475,23.237593
1295,源达制衣厂,"116.413998,23.262244",公司企业;工厂;工厂,潮南区,环美路与义晖路交叉路口往东北约130米,116.413998,23.262244
1296,三兴制衣厂(香港),"116.408980,23.220933",公司企业;工厂;工厂,潮南区,峡山街道英大埔丹凤路红光百姓超市,116.40898,23.220933
1297,容达制衣厂,"116.408550,23.247946",公司企业;工厂;工厂,潮南区,峡山街道峡山西沟工业南一区5栋,116.40855,23.247946
1298,新田绣花厂,"116.416595,23.241472",公司企业;工厂;工厂,潮南区,峡山街道金光南路金邦花园酒店后面,116.416595,23.241472
1299,宏辉五金拉链配件厂,"116.420947,23.250908",公司企业;工厂;工厂,潮南区,工业东区二街六栋,116.420947,23.250908
1300,凯泓制衣厂,"116.393058,23.260418",公司企业;工厂;工厂,潮南区,峡山街道办事处洋汾陈工业区,116.393058,23.260418
1301,乐百福纯净水厂,"116.387702,23.263744",公司企业;工厂;工厂,潮南区,司马浦镇塭美村(松泰兴附近),116.387702,23.263744
1302,正佳制衣厂,"116.410131,23.247205",公司企业;工厂;工厂,潮南区,峡山街道西沟工业南1区9栋,116.410131,23.247205
1303,雅达信制衣厂,"116.392216,23.260120",公司企业;工厂;工厂,潮南区,洋汾陈工业区,116.392216,23.26012
1304,莎丽薇制衣厂,"116.391411,23.252221",公司企业;工厂;工厂,潮南区,司马浦镇沟美村,116.391411,23.252221
1305,金黛儿制衣厂,"116.399828,23.256103",公司企业;工厂;工厂,潮南区,洋汾陈跃进北路西第三街,116.399828,23.256103
1306,盛来绣品实业有限公司,"116.415760,23.252496",公司企业;工厂;工厂,潮南区,峡山镇汕尾工业区中兴街4号,116.41576,23.252496
1307,汕头市潮新制衣厂,"116.393023,23.232944",公司企业;工厂;工厂,潮南区,峡山上东浦工业区,116.393023,23.232944
1308,华诚针织厂,"116.390013,23.236668",公司企业;工厂;工厂,潮南区,峡山街道宏裕路华诚针织厂,116.390013,23.236668
1309,鸿龙绣花厂,"116.388781,23.237442",公司企业;工厂;工厂,潮南区,宏裕路西,116.388781,23.237442
1310,恒豪制衣厂,"116.392006,23.232525",公司企业;工厂;工厂,潮南区,上东浦村一片工业区,116.392006,23.232525
1311,华辉花艺厂,"116.361598,23.282856",公司企业;工厂;工厂,潮南区,司马浦镇华里西工业大道2路,116.361598,23.282856
1312,梦蝶诗制衣厂,"116.381957,23.257772",公司企业;工厂;工厂,潮南区,司马浦镇小西洋源丰楼262号,116.381957,23.257772
1313,雅康文具礼品厂,"116.374421,23.226846",公司企业;工厂;工厂,潮南区,两英镇华英东路崎沟工业区两英工商所正后面(六层),116.374421,23.226846
1314,伟德纸箱厂,"116.381036,23.258072",公司企业;工厂;工厂,潮南区,司马浦镇小西洋(尔得发)工业区第二街C幢中间,116.381036,23.258072
1315,兴华织带厂,"116.400702,23.208728",公司企业;工厂;工厂,潮南区,两英镇鹤星村,116.400702,23.208728
1316,安绿源塑料制品厂,"116.374457,23.226875",公司企业;工厂;工厂,潮南区,两英镇两英工商所正后面,116.374457,23.226875
1317,康昇手袋厂,"116.374678,23.226682",公司企业;工厂;工厂,潮南区,崎沟村佳新工业区工商管理局后面康昇楼,116.374678,23.226682
1318,广展制衣厂,"116.455596,23.245244",公司企业;工厂;工厂,潮南区,胪岗镇新庆村雅娜工业城,116.455596,23.245244
1319,佳和模杯厂,"116.449246,23.248704",公司企业;工厂;工厂,潮南区,广洋路海洋集文具左后侧,116.449246,23.248704
1320,一直顺家具工厂,"116.449727,23.244722",公司企业;工厂;工厂,潮南区,峡山街道324国道广深城对面,116.449727,23.244722
1321,雅庆绣品厂,"116.443486,23.248117",公司企业;工厂;工厂,潮南区,峡山镇洋内村,116.443486,23.248117
1322,海马床垫厂,"116.482550,23.188904",公司企业;工厂;工厂,潮南区,寮仔沟路家美床垫厂,116.48255,23.188904
1323,多裁多艺·圆壳,"116.419993,23.269042",公司企业;工厂;工厂,潮南区,峡山北环大道创意产业园三街11/14号,116.419993,23.269042
1324,诺之伴厂家,"116.423734,23.269442",公司企业;工厂;工厂,潮南区,义英义升路中段家家知隔壁第一栋工厂,116.423734,23.269442
1325,辉达服装辅料厂,"116.462310,23.254779",公司企业;工厂;工厂,潮南区,峡山街道练南,116.46231,23.254779
1326,汉亨染厂,"116.545348,23.151772",公司企业;工厂;工厂,潮南区,陇田镇潮南印染园通用厂房A3三楼,116.545348,23.151772
1327,亚五红木厂,"116.469646,23.184855",公司企业;工厂;工厂,潮南区,成田镇家美村二沟南路北,116.469646,23.184855
1328,源胜发电脑绣花厂,"116.419073,23.258367",公司企业;工厂;工厂,潮南区,广园路8号,116.419073,23.258367
1329,宏利织造厂,"116.468751,23.184180",公司企业;工厂;工厂,潮南区,成田镇家美沟南路,116.468751,23.18418
1330,胪岗布厂,"116.468859,23.226238",公司企业;工厂;工厂,潮南区,新和惠公路与吉兴路交叉口西480米,116.468859,23.226238
1331,海棠绣花厂,"116.418299,23.248475",公司企业;工厂;工厂,潮南区,峡山镇金光南路嘉兴公寓2栋2楼,116.418299,23.248475
1332,盛德红木厂,"116.445474,23.269724",公司企业;工厂;工厂,潮南区,陇美东环路3号,116.445474,23.269724
1333,爽丹娜制衣厂,"116.408132,23.253122",公司企业;工厂;工厂,潮南区,城美路地兴苑西侧约30米,116.408132,23.253122
1334,启弘睡衣,"116.421910,23.231629",公司企业;工厂;工厂,潮南区,西港村,116.42191,23.231629
1335,林老三制衣厂,"116.406995,23.252724",公司企业;工厂;工厂,潮南区,北国饭店停车场后面,116.406995,23.252724
1336,汕头市永君电脑绣花厂,"116.506145,23.158081",公司企业;工厂;工厂,潮南区,溪西村陈沙公路与新和惠公路交叉口西北540米,116.506145,23.158081
1337,坤德居,"116.416664,23.230887",公司企业;工厂;工厂,潮南区,峡山街道下东浦新兴区十巷1号,116.416664,23.230887
1338,和兴楼,"116.411980,23.234581",公司企业;工厂;工厂,潮南区,下东浦新兴区51巷10号,116.41198,23.234581
1339,汕头市西诺服装厂,"116.419609,23.206924",公司企业;工厂;工厂,潮南区,峡山街道里和大道东1号,116.419609,23.206924
1340,盛腾老厂,"116.491152,23.160527",公司企业;工厂;工厂,潮南区,陈沙公路321乡道,116.491152,23.160527
1341,美姬针织厂,"116.415039,23.271237",公司企业;工厂;工厂,潮南区,峡山北环大道科技园茂兴制衣四层,116.415039,23.271237
1342,嘉露美制衣厂,"116.433929,23.260442",公司企业;工厂;工厂,潮南区,峡山街道南里南厝,116.433929,23.260442
